"index","value","variable","has_issue","issue_type"
NA,"SCXYFJtwFVwiMrRpUHmvKEvvFIrBkuacqtktZcnLLwOOGshlXjauHyEpulbqxeArzhb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sdiUUIuqinpMvFOUqCcubEm kkxUeEWrnwLuj oOWkDmjNiNaZ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"SimdmdhMQbbMgScwRLneAXSYYHOtJMOgKjrdCImhpHanpR thsfy /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"skGhhqYUKlZc FpgyYaNmhLREVLMMsEaNNPXGVOZLitUYignYbdNpkOXnEdXtEzSLozxbNrpSgrbuGWiPXZpdp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sndQWXzSkDXsdjBYYjPepCyXcxdUEmdirHadZ NbLuSCP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sPGk /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"SpvSjdipycbzvwuKzsgfPyWGnFEOVKuLqS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sRSVtMOxlXjwmYWvKlVXxeZhogNZ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sSMbLwMG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"SsQoRxDDPpaEIUYSytazXMqNWUnqhiltkOuKFVUdvp /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sUCUEQlG  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sVqF ntlVVAtRdlEYpdwMQTYKmORqPFJojBVgBh THoeuEf /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"swSmdGzUXvnRoFOFaJgRDBmyDtjI IjmkxrmsoJVHIeudtsKLxqk /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"SwSr AMeVhLIhdgxF kIEGIzYQzbeyxrjABrWeBOPlvBOeYlYfnkXBvmzpweuxyh /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sWUjavadZtNIviiovWwvDTUEt JnbMTSSLnYYhlIRxTYNJBcekJiEV PtAVOoFVdPlNQgFmjwJTvbGuqHKxmOvCJxrj /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"SXzxXfzUXFTQPCMydeMRONHphZrOIyjRTNye /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sYnwOIrZbDVJWdQYwvoIFvgJvPCswbiKDZYxQUDdklyRKIrnVdkkZX Yslb KsvxBiXSZLIdpHgo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"sZeZbVDWuFoIJmFVPgQGFDEwKrnuUsTc fenjQGuAffJhCVxvstVZpodbOsQiZWglnEeoZEP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tdHAxa TtqKLfNoqSuA jqyhfIBZvSpsseDGS ZmpSJtWFKNcrewgRC g /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tEglNnUjaSLskJiFuXrgPzxMlOeRiEtWtVmaKmBiqEZMLvHyCWDdzuV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tEyUNPKRtblYxOgVHoBFGtqldIdWivAPhjZpUMXBadbBtGgFfYVhsBU FDDAKHdxRL fhnfEsfFDIrpelTcgRuSiAPRDdaGVlMay /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tg BoYM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"TGyO  WnKNeD mhtYvlF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"TiBzexa NAVkaPjRjkwkUQGfeG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tIdWMUMSad GWsaPnuQPcyIqxoJO /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"TlJLjqyGSTX Gf tAiMZMLWUqhfWDdMEEzgxpZQKTsbUMZdRwAogKdXpXMVNyWiwFNsjmqFMkmqZPAgVylObnJbtVpczUJD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tLWycJrjbyqIpwhvclOSPpGbrrNkjkkrIFJ wEKJVlbv YKaVogLFCiILCWVEtT ONyHpwKBcBFvuBvwXGJOsOKMuohlgV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"TN /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tOlzPvvaPBJzidnJcauakfVFaSIcMlYxNfPcGkyT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"TPlWuOuj sXIphWFZujlsqwvMUCVzPrPg LkUFoFQTvCGemKb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tzAemQvMDwMXIBsPsXTYSzuyTAOAypoRZkjYDuGkZOzdSmERdCuVUumPHhhnUpNBxCQMquWu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"tziXcIGSWuVJXFw PKmHnEXr MzbsDAslMFRVdhIgfLWoU /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uA qFWHEeUaDnSNkfrydjlIffSbJqbIOcduzzToQFBKlLVgbcUBEesrvTwPCixNb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uAMFHWXkQVHMABSLIG fgLnCXGOgENqGt mWEDKnrhMUgEduDPOElfkAtrcJURaVEDBmjGMYBbDzbQaUraqSXnuXMyFM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UANquMULViBQpaFSURRbRQpReCUpyZfnYxSgUV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UaoiAfIDzIfzEIzIOTScHFeuiMwbeDXeepWaKlDLTP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ubW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uCZcDbEdFUXqjYjteyAaVSna Ae hPOwZvYMYb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UFKjt /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ugmoQbld cZoxSqbVIitVSDm NEJwEiSCZtlhRUTYKwoljrDAmowNLLzP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UhxERyQuqihPpTaJwXuZPAvYSdaD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UMMQb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UnJqVfmbzQpLwHOREuzoudXUZFWRLmNmmhDmJhbJUpbvsiiqVwmVQcIfw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uoxZSRJyqZXcBBftSeVCKxEbrWHCrrLZnXMRearZWvRMYynQzbOcIKVIbwAEiuJlAjwSriYlupgJzCatDMRAPNtyQC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UqlscejoaHTkUfQKWjHoJUexnlqDVVdT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UQmrXebYCvYboeNZlUxnXIvibpkMTfcafuMwzoBEGTzMjJpaJXAvxvMbMgqpRH /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UrvAnWYjFPIiwyFAqldxLNQsJyJKKJNBjPs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uSDrqAbkfblAuyIqEHjIKmzLjwGDlINLtyDsUWSCnkrHnKtsqxSPNZVSdEYblBJiwXloppafXGmqFmmVPloJQbJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UskdBmMHKzdD xzZLBWbkNIrtGkWcgATfdRtgkxw dhS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UTeXEiYDbEWNcQH /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uUGlBotAGlWiI HvcQZFvBznGfIofQ YyUkFlDxsFpbN uWW goWZDlvqHC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"uXRWxIRjVyZlMuzcDPbJLcrUZkRtA pVo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UYdAJYGMPIruUvUTcWcDs  CxnsyoZkSYJvvjFjFeUEElKULsfCuCcbsoE GYTQxwzsiEoGKVZsSMtJX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UZMWo DmusxmUyfIminwtLVZSIGEmqpbgTQ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"UZTRZGoICDZDPjogdIiYoChtkBm /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"v /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"v QKTdBeIikDJOoxzJDBcFrIMnGjeCiPDqtdAKugBCZCIWcPiZcCQijFIRHpD  /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vAetQMowqUHZUKDlkuinQsgHINOkjNxLeQhiwAnXWukzzVfHuhGGjyPtwFfXgCX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VcFQ qMrDppPNmLhUAqAIHHGLsptYXlXTNFbGaPXtbKfnmATQcfAA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vCuzUltJZhTgmlNOqqSkvVUzjUjGBPXITbnuPvT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VeEfEUczorqTfVgXKtnRIySkxZmMgurVrmcPiRAvd /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VgEmOatZzraOqeiXLmAsYu /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VGlTrgOeTiwAoPilMvxpUmppivHjjCDdxmO XBwgQAuQJHXAwOMYkVWZl K /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vHEYyEwtrni lLqmovVbbxiNXdqiVTqTxbjGwEFZMKKhuIXkbz /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VhzvmiieaZ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VI NkiLYsnMylTULrL fCamfiQCSUYmEWqcMKwjgwJankZPDPtNsiCgSmvocsIcNXMsNpcWNTmNAXatjYTXpx /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VJB PysZtQPrsOzNVjzYjZrRdGrNonSUbZDIVgPQXgSWocUebgbldjDSGmgAStJn v FeblMBLDVCGeOr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VSkbEJqVGJNvcKQZQENochSeOCcFHQszJNbngiyGFcfNBaaULhQyhJYRZJGM /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vT rmrigvuatEHXAHyvLTMzXRwuz ox FVnwvqqcTJTNbZGIZWsOfHnJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vTaxwRcXOkLEzxfbwKCGkFMCgBGRmJTgwIjEEGJAJwMqPcabFiRSNwTvBX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VuuzeubP /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VWmZPiwNzWzbRAfdCSFqdFFNuQUEcNJZCmxpGRXtvcPwyRyvAwMPBesrLxvcr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vwUzNgMZtxXzZAMFqJYJVDKjhoKxyksgEUumlXrARdWL ke /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"vXXjnXtxIlSxlyQJovgBFROSqHOPxraTryGlKqjHuY nCw /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"VYYOMdi /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wCmVSclrScLTQ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WdPndXVcsNQbNbFthOTlIPPINsMFAJh WPIbWOHWSurTjinlSUaSnsIxreuxQgDvQYwejpPzqC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WEX KlRiYglWqmItIXLZBEM npOvQTFRzgimPayqtwPbLuFGcCq XnagmAbphVObNtnNTvASwMgCXn /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WhFyHGZQU FFNTREGbdcs K  zzJMudazdwpTIjdSZsgNpQhYKcOJongiygGkzrJw ZZpTtqltNNuBKnJIq /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"whh IOVWAxzXILWD jnLhDshmGnwtBHZMHyggXKzcIrTTyHyaElUruSmaprtEGjZCfwVrzqSOwLHJTWyqxYctEcFzpsJtGNrX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"whsWwWnXdbCSftmTjs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wHvEtRuup /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WiZZyHhqNdLOjtVHgSK wjVcfbLIEziCRCEKfens /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WJfkzBXNNvbOxOzynwvtLtDwgAOMzGGNjroZKNGreTWW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wKhpBRiOoLKABdCJiaaRgUTRCKoOlOkxNMTGZhYWFDpUkpkJPHSbAyPwEkGgIA llfFX suHexCNiuPkgquDlpMkF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wTyjRyIGodzhFQUH /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wwHKHQB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"wyyXrZnkypLhwNB voVglqSPHnext /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"WzqQpfFLXhGIfbmLLoTzGhUhqzlDhgUsKsTeeykpsePPflQi /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"x /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"X  GdfuMJLbvkkdud /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XaZGTbHjuLlzAHdjCeEQXpyztoYiR kLZUhVSMHUfXYjXacXLJMsHDcdubJ zLeCPRAXzRRrpknecbyshp FOSQflfqKr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XdCURChwA hWdbKckEHKAsOdeIXFFmIvNptchE /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xDOuuOmIYaUDqBQxNxSkwpFM uKycbJ SFC /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xEmoXdnwOImdx SVDKeHuFyA HrhZGtKsFEx /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XhyTiWelSudoQbOiSnXkS wRXKjbmawDUDRDihbcVafsJSWTEMFfuobAHUAeVvUmR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XIsGUfkEmsNEJznQypGdIeGDCtBhnNMMtZoIzaiWwL ejyhgpCtCYlNJmNqvWVliTfwvezrDc OcCqwKdrBBrlIEdmCGVUeE /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XISZdcTEVAc rauUgAlyhugSYOuLyRsPwVrhrIASwRVdFWfMxVDaSCDKtSFexa /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xjJUzJGYqSqizqWXRPadxqLTqvqSdPQanURonc xoisuTaXpSGbOJimtlhaUVHueDNMkcwwIHIUxZgSbQenK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XNZfeHfrVIS JTMPLskmgi ChsKRpmfqIwGLpfLq uDEfAmzZsFBPFYpr xev  eLhfMNvCXNsGa /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XoGFhoNKGYqLaAwrPas /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xOTHmFXRQXmCBT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xPDInmQe DXMrt L xFNPrUlRQErFVk /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XQkvlPYwr RXVmseQLHL /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xsOdnsPakYoPtsoTEIIXYbLqnLTnkJomUFo /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xwcVrWhae SUQlLyHUKZysoWrqvGFHgfWxepTxAR /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"xWNSdFtkzmRIIyuhNLZJ /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XwzUyZUihDzVtDHaXEmYFJGvAFbZtCLrjQLMkRnXtQKxztyb pKVvZDHzdCzJvzjMJvkTzGcLiQxYKXDmHUaOfuCUagJsgAOg /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"XxaCYOGTjIQiNbyCTdvzCirYrTMJmHpMP SgNHBAGUYHessnKenFXSxJpGITlJyZwXirRconHvzYTeDMwMTXPZPlliGpDUOj /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YCUWGfmROfDlUbCRBTyIikrgiYfOMjsN pMPIWRoyqDMijQlCyUDuTAEEovjKwyZAACCyaNyINz /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ydKGxCIppzGfbOeAcIyjLJrxNNEIgTQxIFEEcvtNPYrUautzHBHfjfVtNemwxf jQEtFsAy /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YfgjeHdIyqXUlwMaSGpEjEwGpXkBKJBthJNjlbBXwya QiiDoaEUzxiwjYmITtPKHtTRJdAXhqMBBsCgTzq /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YG /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ygFsNYiNvegnWvFXHpzpEZNS /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YiBXBKoIrWiFXLyuTHGYKDokwKLMBuvkZMmdzHshcPPOzJjMWBPjoGjoKNWJCUDnlluwVRFZcqe ToJzmoLPHhubCph /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YjGWxbsjRSNPnFBJER /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YkzXbBKvWunNfRxUuYNuqMX /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YLUehdgwsVBDJxPwJvZStasQniLcKfThCtmnlNILwvKRFmGRTPmewcvFSyOnCqQv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"yLXmZdSXWIiYiFKdMREMRTSkmbJGpMJkTdNOOWsAjAyxUmIsmuLxIuVryWYn /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YnnLldquEZDdgNuoMkJyokXYBtviMmHRQWJpzilvw qK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YQOgelJwOJRBlKPGsMsquFbqm YHJzvWltrElQYUhcqiNiD XxoZZFNTpKSPExjeBICKRyGbPDfqzzWdwwRVcqr IT /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"yTdVChiuARZDHOmFPTF /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YUCZMLIReERpDxgaRJsMleOXFKil ElqcGwpgbLtIXgrYLETxJfNKMYqGQOXDCKoogwQnImioOjjmmLv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"yUYINwYREiuvDfSGhZNRfptgeIZRjzaTMPV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"YYhjphChgMnSKlhpAy ejmHTpGgqujWoNBJyUJMwjacdaYoWfnkO hXfyaXfNIITySbyQsAqjZOMkziQmvzHxFZuiXo RfqqkVr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"z CkNoJpasFcRUOEtURiSgAwQRREXzWnexmhZHwCzsYWCmaTQAfBvYnQWZdNShdOxQFzJrqqVukteqs /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zBeJVavWSzgKaGVRcUoRxnzzgalcGvOsmidRSGPnhiWMPipkJENJCCGMioJYdhgHS GNyXuqtUtexFeVtcXqYFAilPvmRWWupB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zduqht pXMpiHwWkIksAovLqUzPLmLsKuvVgbgVgj eb ExE cCA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZENjGdlevIMYBTLKMSveYDplNLmYrcjXapeBOtbPXPGpfNQpBOwWXuWMxk /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zG mvOHuidwouSgf ZxOhCyTDPAkgKVzYYB /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZHFcqiRCElkiSKfifQJcnQ tWOo JMjiEUltKQaByCbkBuqpSUsuvLHNlmORprV /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zKRPscLXbYpnCJUDzsdofvXTbrMFCaHhzMOmPK /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZlrcpNzKetdAGKagDrqBRwjHSLNhUuPOZdKfCpNpaveprYIEKvNkZrZm /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZmDgiIsCikQZKJjnCkzHKfExmQvWeobpGiHeKQjZIMCGGzyjfulvysRiTpVYrstElZXSSgdFwWnPnC YIUcoQtyavNdtYuEgmMv /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZNdkzjPguiflYe /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZqkYRMrqbMGCRBZC kDGfWiEHzSLZBipGKmAXenBLeaKVyiaGMrvlD /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zro dmcuxUGcYXMHZtO ozcd AmGLAotIHhupjxJgGoXhSy LlylVBAKEtHhEbERtsUi /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zrojOVphePWGhZbbZoXy  NOdRtQQNwpHvxSmpB jgCcWPDtzxkdQwhkrfAIBTmFTMXmq /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZS FQjKBA  YYPvMxIeugfEwsOf tOLrdpaHAjJxoPKGxpFcNCaqvWpT ooOmtJjKWvWldEySvvJfbVsuW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zsJrLpmxYqkgFfhwpHKJPHhwTQYBGwAfVElNaicyBAgrektOaxUrpwvTfcjEfvNI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zsVjAIEBlQZTfLSZoHkduflDWDwiRBXGhHjMxAzkMlwlTQSHXVf /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZthaHzBKbHkWGsFLVSPMhm /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zuOpbuCsGVcNwORYqHxtlA /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZUXDtHMqSHUTNZFCtamWGrmsUjjHFpEhspzqJYJbYynYPmdgfhuxmRrRepr /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zvklIdXqutCgwgEZFKKaCjEO rzXlQRstbJjmzMdGHSHGMDUDEzGIoFvQjb /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zwclEewltUoJC lLXRFlgkfhrjcJoJiDKsaEjFjuRSGkkmYuFGnGFwXrJtFN VRVmOifiSAVOudAuDKEsSiWCnxOuSfrZHbYtWvW /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zWLDK CwCZYuVwkmVzerBWjbksVMPSqGhqahbcdTTFjqefRJKNbuHbbjMHAYMeheUqFOwMiGHmtCuZHfFaKFjnta /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"zxuYl /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA,"ZZuQIiaKH bJrGOnXqEbvJfYYUjzKjMzGpcvEeMhChzmTrqxwI /// instances: 1","h5_health_other",TRUE,"'other' response. may need recoding."
NA," byDGiCjzmfbNjn FlDEPjOCfdMFugWpfIf nMzZyMFxTCbzDewLKOJOErZIRablLDLfpkiqBeRWZyMwQZ /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," cZAZRU mYcDWSzjkPIyXKITNsILepKtjXgAdiFeFSa kQbn lMLbXKawzjDSAMrcrQDUF /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," EPVwviMOnvlMeLreRJjqAdJEgtqAyXTt /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," jQscdfnzUHd /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," JSbjNLjedWCiGgYXSuYYyDUdntwwtkmtE vWap /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," POEPSOsljIyhdkzBjMOEHsTTqQzM /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," tcK EmKQeSXvGskOnEtOt CgvVGFNiOUgillLLJ /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," ZhJVNtsFirSpAJSoQdlPNHDfOLcFUbjfKWaljGkO VRwdixYJyfCNCodYdCOAKpVAujrrDakjrKwtxvbYcOpFgr /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA," zRXKzvDWe /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA,"ADcAJjyYqL /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA,"aeigvCgcMugjvFcnTTFkpEkHHfioRTRNIlbiOUPnRudcrjoQXFr OkPtBXrozdouOfLZtxDPGTdhKRokPyz /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA,"AFwd FdyVUhpyCWEpKDxlP /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA,"AG cLiauWytFpBgxdtEAfRZSIhmj /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
NA,"aGOyIMC /// instances: 1","l10_hummassist_other",TRUE,"'other' response. may need recoding."
